見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
がん患者・家族、県民のための公開講座,医療者とコミュニケーションとれていますか？賢い患者になりましょう,,講師：山口育子氏（NPO法人ささえあい医療人権センターCOML理事長）,2月11日（祝）13:30?15:00,ホテルアバローム紀の国（和歌山市）,,150人（先着順）,,,,電話、ファックスで氏名、電話番号を12月7日から県立医大病院患者支援センター電話073-441-0778　ファックス073-441-0862和歌山県立医大病院のぺージへリンク※手話通訳は要予約 ,,,,,,,
県難病・子ども保健相談支援センターからのお知らせ,(1)病気の子供 支援者研修会,テーマ：病気や障害のある子どものお口を育てる支援［口腔（くう）ケア］について,講師：山東理沙氏（障害者歯科認定歯科衛生士）,1月14日（木）14:00?15:30,和歌山ビッグ愛（和歌山市）,病気の子供の家族、教育・保健・医療・福祉関係者など,35人（先着順）,,,,電話、ファックスで研修会（講座）名、住所、氏名、電話番号を(1)1月8日［手話通訳・要約筆記希望者は(1)12月11日までに県難病・子ども保健相談支援センター電話073-445-0520　ファックス073-445-0603 ,,,,,,,
県難病・子ども保健相談支援センターからのお知らせ,(2)難病患者の就労支援セミナー,テーマ：テレワークによる就労等難病患者の就労支援について,,1月31日（日）14:00?16:00,*県JAビル（和歌山市）,難病患者、家族、事業主、難病患者支援関係者,30人（先着順）,,,,電話、ファックスで研修会（講座）名、住所、氏名、電話番号を(2)1月27日［手話通訳・要約筆記希望者は(2)12月28日］までに県難病・子ども保健相談支援センター電話073-445-0520　ファックス073-445-0603 ,,,,,,,
無料低額診療について,経済的な理由により必要な医療を受けることができない方々に対し、医療機関が独自に、無料または低額な料金で診療を行っています。詳しくは、直接、実施医療機関にお問い合わせください。実施医療機関：【和歌山市】済生会和歌山病院　電話073-424-5185、和歌山生協病院　電話073-471-7711、和歌山生協病院附属診療所　電話073-471-8171、芦原診療所　電話073-423-4349、河西診療所　電話073-451-6177、生協こども診療所　電話073-471-4455【湯浅町】済生会有田病院　電話0737-63-5561,,,,,,,,,県庁福祉保健総務課 ,,,,,,,,
人権を考える公開講座,ひといちばい敏感な子（HSC）の子育てアドバイス,,,12月12日（土）14:00?15:30,橋本市教育文化会館,県内在住・在勤・在学の方,40人,,,,郵送、電話、ファックス、Eメールで住所、氏名、電話番号を県人権啓発センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛2階電話073-435-5420　ファックス073-435-5421Eメール　seminar@w-jinken.jp和歌山県人権啓発センターのぺージへリンク,,,,,,,
ひとり親家庭のための「マナーとお金の話」,ビジネスマナー、生活や会計改善のための講座,,,1月31日（日）13:00?16:30,有田川町地域交流センター,県内在住のひとり親家庭の方（和歌山市在住除く）,10人（抽選）,,,,郵送、電話、Eメールで住所、氏名、年齢、電話番号、（一時保育希望者は子供の氏名、年齢）を12月21日までに県母子寡婦福祉連合会〒640-8423和歌山市松江中1-4-2電話073-452-2700Eメール　w-sumire@naxnet.or.jp和歌山県母子寡婦福祉連合会のぺージへリンク,,,,,,,
新春移住相談会,,,,1月4日（月）10:00?16:30,わかやま定住サポートセンター（和歌山市）,,,,,,電話、ファックス、Eメールで住所、氏名、電話番号を12月27日までにわかやま定住サポートセンター電話073-422-6110　ファックス073-422-6150Eメール　e0222002@pref.wakayama.lg.jpワカヤマライフのぺージへリンク,,,,,,,
JICAよろず相談会,,,,(1)12月11日（金）(2)12月17日（木）,(1)東牟婁振興局（新宮市）(2)日高振興局（御坊市） いずれも10:00?16:00,,各5人（先着順）,,電話、ファックス、Eメールで氏名、電話番号、希望日時をJICA関西（和歌山県担当）電話073-435-5240、080-8506-3719　ファックス073-435-5243Eメール　jicadpd-desk-wakayamaken@jica.go.jp,県庁国際課県ウェブサイトでも掲載 ,,,,,,,,
きいちゃんと学ぼう！紀の国わかやま総文2021,高校生による大会PRやクイズイベントなどの参加・体験型の企画,,,12月19日（土）14:00?16:00,和歌山市民図書館,,,,,県教育庁全国高総文祭推進室紀の国文化祭2021のぺージへリンク,,,,,,,,
1・2月開始の職業訓練受講生,就職に有利な専門知識や技能を習得,(1)パソコン・総務経理事務科,,,和歌山市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認和歌山労働局　職業訓練のぺージへリンク,,,,,,,
